name,value,value_lower,date_created,date_last_used,count
tags,"Пчелы, Пасека, Фирма, Работники, улей, подчиненные, начальник, большой начальник, ","пчелы, пасека, фирма, работники, улей, подчиненные, начальник, большой начальник, ",1750844844,1750844844,1
tags,"Велодорожка, Рабочие, Правостороннее движение, Велосипедисты, Брусчатка,Укладка плитки,Тротуар, Пешеходы, Рабочие, Накосячили, ТЗ, Результат, Рабочие, Дорожка, ","велодорожка, рабочие, правостороннее движение, велосипедисты, брусчатка,укладка плитки,тротуар, пешеходы, рабочие, накосячили, тз, результат, рабочие, дорожка, ",1750845302,1750845302,1
tags,"Пешеходы, ТЗ, рабочие, брусчатка, результат, Велодорожка, Велосипедисты, укладка плитки, Тротуар, Накосячили, дорожка, Правостороннее движение, Задачка, Задача, Целевая задача, Рабочая бригада, Пункт А, Пункт Б, Промахнулись, Не попали, Косяк, ","пешеходы, тз, рабочие, брусчатка, результат, велодорожка, велосипедисты, укладка плитки, тротуар, накосячили, дорожка, правостороннее движение, задачка, задача, целевая задача, рабочая бригада, пункт а, пункт б, промахнулись, не попали, косяк, ",1750845365,1750845365,1
tags,"Рабочая бригада, Пункт Б, задача, Пункт А, укладка плитки, Велосипедисты, брусчатка, Тротуар, Велодорожка, Правостороннее движение, Целевая задача, рабочие, Накосячили, не попали, промахнулись, дорожка, результат, косяк, Задачка, ТЗ, Пешеходы, Ошибки в строительстве, Ошибки строительства, ","рабочая бригада, пункт б, задача, пункт а, укладка плитки, велосипедисты, брусчатка, тротуар, велодорожка, правостороннее движение, целевая задача, рабочие, накосячили, не попали, промахнулись, дорожка, результат, косяк, задачка, тз, пешеходы, ошибки в строительстве, ошибки строительства, ",1750845437,1750845437,1
tags,"Детство, В детстве, Смартфоны, Телефоны, Девяностые, Дети, Родители, Домой, Пора домой, Дети девяностых, ","детство, в детстве, смартфоны, телефоны, девяностые, дети, родители, домой, пора домой, дети девяностых, ",1751013359,1751013359,1
tags,"детство, девяностые, в детстве, дети, смартфоны, домой, пора домой, телефоны, Дети девяностых, родители, Во дворе, ","детство, девяностые, в детстве, дети, смартфоны, домой, пора домой, телефоны, дети девяностых, родители, во дворе, ",1751013408,1751013408,1
tags,"Закрыто, Перерыв, 15 минут","закрыто, перерыв, 15 минут",1751013758,1751013758,1
tags,"15 минут, Закрыто, перерыв, Открыто","15 минут, закрыто, перерыв, открыто",1751013808,1751013808,1
tags,"Лотерея, Удача, Везение, Фортуна, Выигрыш, Выигрыш в лотерею, Вероятность, Процентная вероятность, ","лотерея, удача, везение, фортуна, выигрыш, выигрыш в лотерею, вероятность, процентная вероятность, ",1751101944,1751101944,1
tags,"выигрыш, Процентная вероятность, лотерея, фортуна, вероятность, удача, Везение, Выигрыш в лотерею, Лотерейный билет, ","выигрыш, процентная вероятность, лотерея, фортуна, вероятность, удача, везение, выигрыш в лотерею, лотерейный билет, ",1751115090,1751115090,1
tags,"Тоннель, Ла-Манш, Русские, Гарантии, Результат, Тоннель под Ла-Маншем, Американцы, Японцы, Точность, Русские, Метрострой, ","тоннель, ла-манш, русские, гарантии, результат, тоннель под ла-маншем, американцы, японцы, точность, русские, метрострой, ",1751115291,1751115291,1
tags,"Деревня, В деревне, Внук, Бабка, Гроб, В гробу, Детство в деревне, ","деревня, в деревне, внук, бабка, гроб, в гробу, детство в деревне, ",1751115585,1751115585,1
tags,"Аэропорт,Переноска,Пушкино,Очередь,Самолет,Комментарии,Сарказм,","аэропорт,переноска,пушкино,очередь,самолет,комментарии,сарказм,",1751116123,1751116123,1
tags,"Аэропорт, Вовремя, Пунктуальность, В аэропорту, Успели, ","аэропорт, вовремя, пунктуальность, в аэропорту, успели, ",1751116363,1751116363,1
tags,"Пунктуальность, вовремя, Аэропорт, В аэропорту, успели, Принято, Из семьи, ","пунктуальность, вовремя, аэропорт, в аэропорту, успели, принято, из семьи, ",1751116395,1751116395,1
tags,"Режим, Политика, Проблемы с режимом, Режим сна, Сон, Политика, Уточнение, ","режим, политика, проблемы с режимом, режим сна, сон, политика, уточнение, ",1751143251,1751143251,1
tags,"мосты, бездомные, Питер, Петербург, мнение, бомжи, вражда, Санкт-Петербург, Питерское, Мосты, разведение мостов, ","мосты, бездомные, питер, петербург, мнение, бомжи, вражда, санкт-петербург, питерское, мосты, разведение мостов, ",1751143394,1751143394,1
tags,"Тревожность, Чувство тревожности, Разгульный образ жизни, Школьное фото, Школьные фото, Шагомер, Шаги, ","тревожность, чувство тревожности, разгульный образ жизни, школьное фото, школьные фото, шагомер, шаги, ",1751143736,1751143736,1
tags,"Школьные фото, Разгульный образ жизни, шаги, Тревожность, Чувство тревожности, школьное фото, Шагомер, Выпускной, ","школьные фото, разгульный образ жизни, шаги, тревожность, чувство тревожности, школьное фото, шагомер, выпускной, ",1751143778,1751143778,1
tags,"Программисты, Программирование, Языки программирования, IT, Айти, ","программисты, программирование, языки программирования, it, айти, ",1751144560,1751144560,1
tags,"Номер телефона, Близкие, Родственники, Вина, Чувство вины, Виноват, Манипуляции, Телефонные звонки, Телефон, ","номер телефона, близкие, родственники, вина, чувство вины, виноват, манипуляции, телефонные звонки, телефон, ",1751145744,1751145744,1
tags,"жена, мир, виноват, провинился, вино, вина, муж, перемирие, бутылка, Примирение, Муж, Мужская хитрость, Хитрый, ","жена, мир, виноват, провинился, вино, вина, муж, перемирие, бутылка, примирение, муж, мужская хитрость, хитрый, ",1751145904,1751145904,1
tags,"виноват, бутылка, мир, муж, примирение, Мужская хитрость, вина, провинился, Хитрый, вино, жена, перемирие, Ссора, Поругались, Помирились, ","виноват, бутылка, мир, муж, примирение, мужская хитрость, вина, провинился, хитрый, вино, жена, перемирие, ссора, поругались, помирились, ",1751145920,1751145920,1
tags,"Биолог, Математик, Физик, Сферический конь в вакууме, Ученые, Скачки, Ипподром, ","биолог, математик, физик, сферический конь в вакууме, ученые, скачки, ипподром, ",1751147737,1751147737,1
tags,"Ленин, Польша, В Польше, Ленин в Польше, Картина, Крупская, Мавзолей, Художник, ","ленин, польша, в польше, ленин в польше, картина, крупская, мавзолей, художник, ",1751148169,1751148169,1
tags,"Работа, Мысли, Мысли о работе, Зарплата, ","работа, мысли, мысли о работе, зарплата, ",1751148742,1751148742,1
tags,"мысли о работе, работа, зарплата, мысли, Платят, Опыт работы, ","мысли о работе, работа, зарплата, мысли, платят, опыт работы, ",1751148756,1751148756,1
tags,"Вовочка, Интим, Мечты, Мечты сбываются, Женская мастурбация, Онанизм, Мастурбация, Мечты сбываются, Сестра, ","вовочка, интим, мечты, мечты сбываются, женская мастурбация, онанизм, мастурбация, мечты сбываются, сестра, ",1751149128,1751149128,1
tags,"Материализация, Мечты, Брат, Сестра, Интим, Женское желание, Женское возбуждение, ","материализация, мечты, брат, сестра, интим, женское желание, женское возбуждение, ",1751149381,1751149381,1
tags,"онанизм, мечты, Мечты сбываются, Вовочка, интим, сестра, Женская мастурбация, мастурбация, Женское желание, Женское возбуждение, ","онанизм, мечты, мечты сбываются, вовочка, интим, сестра, женская мастурбация, мастурбация, женское желание, женское возбуждение, ",1751149415,1751149415,1
tags,"Налоги, Налог, Налоговая, Секретарша, Секретарши, Начальник, Предложение, Предложи, Сомнения, Взятка, ","налоги, налог, налоговая, секретарша, секретарши, начальник, предложение, предложи, сомнения, взятка, ",1751149759,1751149759,1
tags,"Warhammer 40k,Wh humor, Вархамер, Ваха, Warhammer","warhammer 40k,wh humor, вархамер, ваха, warhammer",1751182894,1751182894,1
tags,"Интим, Мужские желания, Трудная минута, В трудную минуту, дружба между мужчиной и женщиной, Женщина друг, По дружбе, Интим, ","интим, мужские желания, трудная минута, в трудную минуту, дружба между мужчиной и женщиной, женщина друг, по дружбе, интим, ",1751183226,1751183226,1
tags,"Уральские пельмени, ","уральские пельмени, ",1751183386,1751183386,1
tags,"Уральские пельмени, Лох, Лошара, Одежда, Бабушка, Внук, Бабушкин внук, Бабушкино воспитание, Воспитание, Воспитание мальчиков, Носочки, Сандали, Сандали на носки, Мужская мода, Мода, ","уральские пельмени, лох, лошара, одежда, бабушка, внук, бабушкин внук, бабушкино воспитание, воспитание, воспитание мальчиков, носочки, сандали, сандали на носки, мужская мода, мода, ",1751183460,1751183460,1
tags,"бабушка, Бабушкин внук, одежда, Сандали на носки, Воспитание мальчиков, носочки, Внук, Воспитание, Бабушкино воспитание, Уральские пельмени, лошара, Сандали, Лох, Мужская мода, мода, Лох, Лошок, Мамина радость, Бабушкина радость, Бабушкин внук, Внук, Внучок, ","бабушка, бабушкин внук, одежда, сандали на носки, воспитание мальчиков, носочки, внук, воспитание, бабушкино воспитание, уральские пельмени, лошара, сандали, лох, мужская мода, мода, лох, лошок, мамина радость, бабушкина радость, бабушкин внук, внук, внучок, ",1751184222,1751184222,1
tags,"Подозрения, Догадки, Внук, учебник, Физмат, квантовая физика, студент, сатанист, физика, бабушка, Физмат, Мехмат, ","подозрения, догадки, внук, учебник, физмат, квантовая физика, студент, сатанист, физика, бабушка, физмат, мехмат, ",1751184343,1751184343,1
tags,"Сложная задача, Баг, Баги, Программисты, Программирование, Сложность задачи, Синяки под глазами, Рабочая усталость, Программисты, ","сложная задача, баг, баги, программисты, программирование, сложность задачи, синяки под глазами, рабочая усталость, программисты, ",1751184605,1751184605,1
tags,"Комментарии, Признаки любви, Побои, Царапины, Абьюз, Абьюзивные отношения, Жена, Муж, Супруги, Выяснение отношений, Домашнее насилие, ","комментарии, признаки любви, побои, царапины, абьюз, абьюзивные отношения, жена, муж, супруги, выяснение отношений, домашнее насилие, ",1751184868,1751184868,1
tags,"Принт, Ковер, Кот, Показалось, Котоковер, На ковре, ","принт, ковер, кот, показалось, котоковер, на ковре, ",1751185081,1751185081,1
tags,"Алкоголь, Пьянство, Алкоголизм, Семья алкоголиков, Дети алкоголиков, Не пей, Сухарики, Папа, Папа не пей, Дети, Родители, Алкоголики, Родители алкоголики, Мужской алкоголизм, Отец, Пьяница, ","алкоголь, пьянство, алкоголизм, семья алкоголиков, дети алкоголиков, не пей, сухарики, папа, папа не пей, дети, родители, алкоголики, родители алкоголики, мужской алкоголизм, отец, пьяница, ",1751185370,1751185370,1
tags,"мужской алкоголизм, Папа не пей, родители, дети, папа, креатив, Дети алкоголиков, Не пей, ПЬЯНСТВО, Алкоголики, реклама, отец, сухарики, алкоголь, АЛКОГОЛИЗМ, пьяница, Родители алкоголики, Семья алкоголиков, Пиво, Водка, Спиртное, ","мужской алкоголизм, папа не пей, родители, дети, папа, креатив, дети алкоголиков, не пей, пьянство, алкоголики, реклама, отец, сухарики, алкоголь, алкоголизм, пьяница, родители алкоголики, семья алкоголиков, пиво, водка, спиртное, ",1751185402,1751185402,1
tags,,,1751185607,1751185607,1
tags,"Марадона, Диего Марадона, Футболист, Футболисты, Психиатрическая клиника, Не верят, Психушка, В психушке, Психи, ","марадона, диего марадона, футболист, футболисты, психиатрическая клиника, не верят, психушка, в психушке, психи, ",1751185646,1751185646,1
tags,"Рыгаловка, Забегаловка, В забегаловке, Постоянные клиенты, Разборки, Мордобой, Вызов скорой, Вызов полиции, ","рыгаловка, забегаловка, в забегаловке, постоянные клиенты, разборки, мордобой, вызов скорой, вызов полиции, ",1751185917,1751185917,1
tags,"разборки, Вызов полиции, Вызов скорой, Забегаловка, Рыгаловка, Мордобой, В забегаловке, Постоянные клиенты, Неотложка, Проблемные клиенты, ","разборки, вызов полиции, вызов скорой, забегаловка, рыгаловка, мордобой, в забегаловке, постоянные клиенты, неотложка, проблемные клиенты, ",1751185946,1751185946,1
tags,"Парейдолия, Показалось, Оптический обман, Дистрофик, Дистрофики, Дистрофия, Показалось, Девочка, Попкорн, Тонкие ноги, Ноги, ","парейдолия, показалось, оптический обман, дистрофик, дистрофики, дистрофия, показалось, девочка, попкорн, тонкие ноги, ноги, ",1751186695,1751186695,1
tags,"госбезопасность, ФСБ, КГБ, Тотальный контроль, Контроль, Прослушка, Гласность, Репрессии, Политика, Политический террор, ","госбезопасность, фсб, кгб, тотальный контроль, контроль, прослушка, гласность, репрессии, политика, политический террор, ",1751186995,1751186995,1
tags,"фсб, политика, прослушка, репрессии, госбезопасность, гласность, Политический террор, контроль, КГБ, Тотальный контроль, рифма, Стих, Стишок, Политзаключенные, ","фсб, политика, прослушка, репрессии, госбезопасность, гласность, политический террор, контроль, кгб, тотальный контроль, рифма, стих, стишок, политзаключенные, ",1751187013,1751187013,1
tags,"Маршрутка, В маршрутке, Женатый, Женатые, Женатая жизнь, Семейная жизнь, Попытка возбудить, Давно женаты, Неудачный брак, Освободи место, Пассажиры, Маршрутка, В маршрутке, Отношения,Маршрутка,Место в транспорте,Брак, Жизнь в браке, семейная жизнь, неудачный брак, ","маршрутка, в маршрутке, женатый, женатые, женатая жизнь, семейная жизнь, попытка возбудить, давно женаты, неудачный брак, освободи место, пассажиры, маршрутка, в маршрутке, отношения,маршрутка,место в транспорте,брак, жизнь в браке, семейная жизнь, неудачный брак, ",1751187301,1751187301,1
tags,"пассажиры, Семейная жизнь, Женатая жизнь, Неудачный брак, Место в транспорте, Освободи место, Давно женаты, Попытка возбудить, Женатые, брак, Женатый, Маршрутка, отношения, Жизнь в браке, В маршрутке, Над душой, Стоять над душой, Встала над душой, ","пассажиры, семейная жизнь, женатая жизнь, неудачный брак, место в транспорте, освободи место, давно женаты, попытка возбудить, женатые, брак, женатый, маршрутка, отношения, жизнь в браке, в маршрутке, над душой, стоять над душой, встала над душой, ",1751187363,1751187363,1
tags,"Монашки, Монахини, Женская мастурбация, Залет, Залетела, Никому нельзя доверять, Женские пальцы, Монахини, Родила, Беременность, Залет, Залетела, Две полоски, Женское воздержание, Воздержание, Целибат","монашки, монахини, женская мастурбация, залет, залетела, никому нельзя доверять, женские пальцы, монахини, родила, беременность, залет, залетела, две полоски, женское воздержание, воздержание, целибат",1751188315,1751188315,1
tags,"Женские пальцы, Две полоски, монахини, беременность, Залетела, целибат, Залет, Монашки, воздержание, Никому нельзя доверять, Женское воздержание, родила, Женская мастурбация, Про монашек","женские пальцы, две полоски, монахини, беременность, залетела, целибат, залет, монашки, воздержание, никому нельзя доверять, женское воздержание, родила, женская мастурбация, про монашек",1751188346,1751188346,1
tags,"Интим, Насилие, Износ, Изнасилование, Досыта, Без греха, Воздержание, Женское воздержание, Женское желание, Женский оргазм, Монашка, Монашки, Монахини, Про монашек, Интим, Женский оргазм, ","интим, насилие, износ, изнасилование, досыта, без греха, воздержание, женское воздержание, женское желание, женский оргазм, монашка, монашки, монахини, про монашек, интим, женский оргазм, ",1751188623,1751188623,1
tags,"Французы, Франция, Сдаюсь, Капитуляция, Вторая мировая, В ресторане, Официант, ","французы, франция, сдаюсь, капитуляция, вторая мировая, в ресторане, официант, ",1751208257,1751208257,1
tags,"Сдаюсь, капитуляция, Официант, В ресторане, вторая мировая, Французы, Франция, Французский язык, ","сдаюсь, капитуляция, официант, в ресторане, вторая мировая, французы, франция, французский язык, ",1751208281,1751208281,1
tags,"еда, голод, поведение, ПИТАНИЕ, Французы, евреи, правила, Франция, стол, этикет, за столом, правила этикета, ","еда, голод, поведение, питание, французы, евреи, правила, франция, стол, этикет, за столом, правила этикета, ",1751208377,1751208377,1
tags,"Зомби, Зомбиапокалипсис, last of us, ","зомби, зомбиапокалипсис, last of us, ",1751208786,1751208786,1
tags,"Зомбиапокалипсис, last of us, Зомби, Экипировка, ","зомбиапокалипсис, last of us, зомби, экипировка, ",1751208797,1751208797,1
tags,"Мост любви, Замок, Металлолом, Любовь, На мосту, Сомнительные лайфхаки,Навесной замок,Любовь,Влюбленные, ","мост любви, замок, металлолом, любовь, на мосту, сомнительные лайфхаки,навесной замок,любовь,влюбленные, ",1751209198,1751209198,1
tags,"Интим, Урал, На Урале, тройничок, Мотоцикл Урал, Велосипед Урал, ","интим, урал, на урале, тройничок, мотоцикл урал, велосипед урал, ",1751209676,1751209676,1
tags,"Детские травмы, Травмы детства, Детские психотравмы, Психотравмы, Прабабушка, Бабушка, на том свете, С того света, предки, Психолог, Психология, Проработка, ","детские травмы, травмы детства, детские психотравмы, психотравмы, прабабушка, бабушка, на том свете, с того света, предки, психолог, психология, проработка, ",1751209971,1751209971,1
tags,"Скобка, Скобки, Две скобки, Смайлик, Смайл, Смайлики, Второй подбородок, Подбородок, Подбородки, Переписка, Общение в интернете, ","скобка, скобки, две скобки, смайлик, смайл, смайлики, второй подбородок, подбородок, подбородки, переписка, общение в интернете, ",1751210330,1751210330,1
tags,"Кредитная история, Цель кредита, Кредит, жизнь в кредит, Цены, Инфляция, Стоимость, Дорого, Ягоды, ","кредитная история, цель кредита, кредит, жизнь в кредит, цены, инфляция, стоимость, дорого, ягоды, ",1751210915,1751210915,1
tags,"кредитная история, кредит, дорого, Цель кредита, цены, инфляция, стоимость, ягоды, Жизнь в кредит, Ягоды, Черешня, Клубника, В кредит, ","кредитная история, кредит, дорого, цель кредита, цены, инфляция, стоимость, ягоды, жизнь в кредит, ягоды, черешня, клубника, в кредит, ",1751210965,1751210965,1
tags,"скандинавская ходьба, Скандинавские палки, Бог Один, Вальхалла, Валгалла, ","скандинавская ходьба, скандинавские палки, бог один, вальхалла, валгалла, ",1751211712,1751211712,1
tags,"скандинавская ходьба, Скандинавские палки, Бог Один, Вальхалла, Валгалла, Вальгалла","скандинавская ходьба, скандинавские палки, бог один, вальхалла, валгалла, вальгалла",1751211725,1751211725,1
tags,"Афоризм, Мудрость, Ферзь, Пешка, Пешки, Шахматы, Жизнь, Шахматист, Шахматисты, После игры, ","афоризм, мудрость, ферзь, пешка, пешки, шахматы, жизнь, шахматист, шахматисты, после игры, ",1751212340,1751212340,1
tags,"Шахматисты, жизнь, Мудрость, шахматы, афоризм, После игры, Пешки, шахматист, ферзь, пешка, Шахматная доска, Уравновешивание, Все пройдет, ","шахматисты, жизнь, мудрость, шахматы, афоризм, после игры, пешки, шахматист, ферзь, пешка, шахматная доска, уравновешивание, все пройдет, ",1751212393,1751212393,1
tags,"шахматы, Шахматисты, Уравновешивание, Все пройдет, Пешки, афоризм, жизнь, Шахматная доска, пешка, ферзь, Мудрость, После игры, шахматист, Шахматные фигуры, ","шахматы, шахматисты, уравновешивание, все пройдет, пешки, афоризм, жизнь, шахматная доска, пешка, ферзь, мудрость, после игры, шахматист, шахматные фигуры, ",1751212409,1751212409,1
tags,"Метла, На метле, Женская парковка, Женщины, ","метла, на метле, женская парковка, женщины, ",1751212902,1751212902,1
tags,"Женская парковка, женщины, На метле, метла, Ведьма, Ведьмы, Женщины, Женский транспорт, ","женская парковка, женщины, на метле, метла, ведьма, ведьмы, женщины, женский транспорт, ",1751212966,1751212966,1
tags,"Презервативы, проститутка, Мат, Лексика, Матерщина, ","презервативы, проститутка, мат, лексика, матерщина, ",1751213111,1751213111,1
tags,"Изнасилование, Национальность, Китаянка, Армяне, Износ, Изнасиловали, Киргизка, Аргентинцы, Преступление, Уголовное дело, Обман, Обманули, ","изнасилование, национальность, китаянка, армяне, износ, изнасиловали, киргизка, аргентинцы, преступление, уголовное дело, обман, обманули, ",1751213329,1751213329,1
tags,"Повезло, Удача, Говно, Насрал, В лифте, Лифт, Насрали в лифте, Арендодатель, Арендатор, Аренда квартиры, Аренда, Аренда недвижимости, ","повезло, удача, говно, насрал, в лифте, лифт, насрали в лифте, арендодатель, арендатор, аренда квартиры, аренда, аренда недвижимости, ",1751213824,1751213824,1
tags,"Хирург, Уролог, Запор, В поликлинике, Пациент, Врач, Поликлиника, Пациенты, Терапевт, Лечение, Вылечил, Мужское достоинство, Мужской член, ","хирург, уролог, запор, в поликлинике, пациент, врач, поликлиника, пациенты, терапевт, лечение, вылечил, мужское достоинство, мужской член, ",1751217350,1751217350,1
tags,"Политический юмор, Политические анекдоты, Репрессии, Политика, КГБ, Разрядка обстановки, Политическая сатира, Политика,","политический юмор, политические анекдоты, репрессии, политика, кгб, разрядка обстановки, политическая сатира, политика,",1751217503,1751217503,1
tags,"Секретарши, Брежнев, Прикрытие, фсб, Служба безопасности, США, политика, ФСО, секретарша, СССР, россия, секретарши, КГБ, Картер ","секретарши, брежнев, прикрытие, фсб, служба безопасности, сша, политика, фсо, секретарша, ссср, россия, секретарши, кгб, картер ",1751217649,1751217649,1
tags,"Интим, Проститутка, Беременная, Беременная проститутка, Аморальный анекдот, Аморальное, Пошлое, Пошлость, Проституция, Проститутки, ","интим, проститутка, беременная, беременная проститутка, аморальный анекдот, аморальное, пошлое, пошлость, проституция, проститутки, ",1751217821,1751217821,1
tags,"Камера, В камере, Тюрьма, В тюрьме, Дед, Дедушка, Сокамерники, Сокамерник, Подлянки, Подстава, Зэки, Заключенные, ","камера, в камере, тюрьма, в тюрьме, дед, дедушка, сокамерники, сокамерник, подлянки, подстава, зэки, заключенные, ",1751218051,1751218054,2
tags,"Зэки, дедушка, тюрьма, заключенные, подстава, Сокамерник, дед, В камере, Сокамерники, В тюрьме, камера, Подлянки, Шутник, приколист, Юморист, ","зэки, дедушка, тюрьма, заключенные, подстава, сокамерник, дед, в камере, сокамерники, в тюрьме, камера, подлянки, шутник, приколист, юморист, ",1751218085,1751218085,1
tags,"коррупция, Путин, губернатор, политика, камера, тюрьма, Звонок, Сокамерник, За что, посадили, Статья, Посадили, Причина посадки, Статья, ","коррупция, путин, губернатор, политика, камера, тюрьма, звонок, сокамерник, за что, посадили, статья, посадили, причина посадки, статья, ",1751218202,1751218202,1
tags,"Кpасная Шапочка, Серый Волк","кpасная шапочка, серый волк",1751218300,1751218300,1
tags,"Бомж, Презерватив, Сперма, Отвратительный анекдот, Фу, Отвратительно, Использованный презерватив, Бездомный, Аморальный анекдот, Аморальное, Пошлый, Пошлое, ","бомж, презерватив, сперма, отвратительный анекдот, фу, отвратительно, использованный презерватив, бездомный, аморальный анекдот, аморальное, пошлый, пошлое, ",1751218502,1751218502,1
tags,"Интим, Проституция, Любовь за деньги, Лиса, Волк, Интим, Медведь, Бухгалтерия, В долг, ","интим, проституция, любовь за деньги, лиса, волк, интим, медведь, бухгалтерия, в долг, ",1751218749,1751218749,1
tags,"Гной, Прыщи, Фубля, Фу, Отвратительно, Отвратительный анекдот, Неприятный анекдот, Неприятные анекдоты, Противные анекдоты, Противный анекдот, ","гной, прыщи, фубля, фу, отвратительно, отвратительный анекдот, неприятный анекдот, неприятные анекдоты, противные анекдоты, противный анекдот, ",1751219008,1751219008,1
tags,"Неприятные анекдоты, Фубля, Отвратительно, прыщи, гадость, Отвратительный анекдот, Гной, Противные анекдоты, Неприятный анекдот, Противный анекдот, Фу, Прыщ, Прыщи, Гной, ","неприятные анекдоты, фубля, отвратительно, прыщи, гадость, отвратительный анекдот, гной, противные анекдоты, неприятный анекдот, противный анекдот, фу, прыщ, прыщи, гной, ",1751219031,1751219031,1
tags,"Адам, запах, пахнет, интим, Ева, Запах рыбы, рыба, пошлый, Отвратительно, Подмылась, Женские подмывания, ","адам, запах, пахнет, интим, ева, запах рыбы, рыба, пошлый, отвратительно, подмылась, женские подмывания, ",1751219132,1751219132,1
